Ticker,Ex_Dividend_Date,Amount
OXY,2024-12-10 00:00:00-05:00,0.22
OXY,2025-03-10 00:00:00-04:00,0.24
OXY,2025-06-10 00:00:00-04:00,0.24
OXY,2025-09-10 00:00:00-04:00,0.24
KHC,2015-07-23 00:00:00-04:00,0.55
KHC,2015-11-12 00:00:00-05:00,0.575
KHC,2015-12-21 00:00:00-05:00,0.575
KHC,2016-03-16 00:00:00-04:00,0.575
KHC,2016-05-25 00:00:00-04:00,0.575
KHC,2016-08-24 00:00:00-04:00,0.6
KHC,2016-11-30 00:00:00-05:00,0.6
KHC,2017-03-01 00:00:00-05:00,0.6
KHC,2017-05-17 00:00:00-04:00,0.6
KHC,2017-08-16 00:00:00-04:00,0.625
KHC,2017-11-16 00:00:00-05:00,0.625
KHC,2018-03-08 00:00:00-05:00,0.625
KHC,2018-05-17 00:00:00-04:00,0.625
KHC,2018-08-16 00:00:00-04:00,0.625
KHC,2018-11-15 00:00:00-05:00,0.625
KHC,2019-03-07 00:00:00-05:00,0.4
KHC,2019-05-30 00:00:00-04:00,0.4
KHC,2019-08-20 00:00:00-04:00,0.4
KHC,2019-11-14 00:00:00-05:00,0.4
KHC,2020-03-12 00:00:00-04:00,0.4
KHC,2020-05-28 00:00:00-04:00,0.4
KHC,2020-08-27 00:00:00-04:00,0.4
KHC,2020-11-25 00:00:00-05:00,0.4
KHC,2021-03-11 00:00:00-05:00,0.4
KHC,2021-05-27 00:00:00-04:00,0.4
KHC,2021-08-31 00:00:00-04:00,0.4
KHC,2021-11-24 00:00:00-05:00,0.4
KHC,2022-03-10 00:00:00-05:00,0.4
KHC,2022-05-26 00:00:00-04:00,0.4
KHC,2022-08-25 00:00:00-04:00,0.4
KHC,2022-11-23 00:00:00-05:00,0.4
KHC,2023-03-09 00:00:00-05:00,0.4
KHC,2023-06-05 00:00:00-04:00,0.4
KHC,2023-08-31 00:00:00-04:00,0.4
KHC,2023-11-30 00:00:00-05:00,0.4
KHC,2024-03-07 00:00:00-05:00,0.4
KHC,2024-06-06 00:00:00-04:00,0.4
KHC,2024-08-30 00:00:00-04:00,0.4
KHC,2024-11-29 00:00:00-05:00,0.4
KHC,2025-03-07 00:00:00-05:00,0.4
KHC,2025-05-30 00:00:00-04:00,0.4
KHC,2025-08-29 00:00:00-04:00,0.4
KHC,2025-11-28 00:00:00-05:00,0.4
UNH,2015-03-11 00:00:00-04:00,0.375
UNH,2015-06-11 00:00:00-04:00,0.5
UNH,2015-09-09 00:00:00-04:00,0.5
UNH,2015-12-02 00:00:00-05:00,0.5
UNH,2016-03-09 00:00:00-05:00,0.5
UNH,2016-06-15 00:00:00-04:00,0.625
UNH,2016-09-07 00:00:00-04:00,0.625
UNH,2016-11-30 00:00:00-05:00,0.625
UNH,2017-03-08 00:00:00-05:00,0.625
UNH,2017-06-15 00:00:00-04:00,0.75
UNH,2017-09-07 00:00:00-04:00,0.75
UNH,2017-11-30 00:00:00-05:00,0.75
UNH,2018-03-08 00:00:00-05:00,0.75
UNH,2018-06-15 00:00:00-04:00,0.9
UNH,2018-09-06 00:00:00-04:00,0.9
UNH,2018-11-30 00:00:00-05:00,0.9
UNH,2019-03-08 00:00:00-05:00,0.9
UNH,2019-06-14 00:00:00-04:00,1.08
UNH,2019-09-13 00:00:00-04:00,1.08
UNH,2019-12-06 00:00:00-05:00,1.08
UNH,2020-03-13 00:00:00-04:00,1.08
UNH,2020-06-19 00:00:00-04:00,1.25
UNH,2020-09-11 00:00:00-04:00,1.25
UNH,2020-12-04 00:00:00-05:00,1.25
UNH,2021-03-12 00:00:00-05:00,1.25
UNH,2021-06-18 00:00:00-04:00,1.45
UNH,2021-09-10 00:00:00-04:00,1.45
UNH,2021-12-03 00:00:00-05:00,1.45
UNH,2022-03-11 00:00:00-05:00,1.45
UNH,2022-06-16 00:00:00-04:00,1.65
UNH,2022-09-09 00:00:00-04:00,1.65
UNH,2022-12-02 00:00:00-05:00,1.65
UNH,2023-03-10 00:00:00-05:00,1.65
UNH,2023-06-15 00:00:00-04:00,1.88
UNH,2023-09-08 00:00:00-04:00,1.88
UNH,2023-12-01 00:00:00-05:00,1.88
UNH,2024-03-08 00:00:00-05:00,1.88
UNH,2024-06-17 00:00:00-04:00,2.1
UNH,2024-09-16 00:00:00-04:00,2.1
UNH,2024-12-09 00:00:00-05:00,2.1
UNH,2025-03-10 00:00:00-04:00,2.1
UNH,2025-06-16 00:00:00-04:00,2.21
UNH,2025-09-15 00:00:00-04:00,2.21
